Company,Website,Careers_URL,Country,City,Sector,Subsector,Company_Stage,Company_Scale,Employer_Category,Remote,Visa_Sponsorship,EOR,Hiring_Geography,Target_Roles,Tech_Stack,Region_Eligibility,Portfolio_Theme_Match,Language_Requirement,Hiring_Confidence,Reason_Match,Source,Cold_Outreach_Candidate,Visa_Sponsor_Register
Helicone,https://www.helicone.ai,https://www.helicone.ai/careers,USA,San Francisco CA,AI Infrastructure,LLM Observability,Startup,1-10,YC,Remote,Yes,Unknown,USA,Full-Stack Engineer / Backend Engineer,"Python, TypeScript, Clickhouse, FastAPI, GCP",USA,eu-ai-assurance-os,None,High,Helicone is a YC W23 LLM observability and prompt management platform; YC alumni H1B sponsorship history; FastAPI and Python exact stack match; LLM tooling directly relevant.,AI Research Batch 007,Yes,Unknown
Braintrust,https://www.braintrustdata.com,https://www.braintrustdata.com/careers,USA,San Francisco CA,AI Infrastructure,LLM Evaluation Platform,Startup,11-50,YC,Remote,Yes,Unknown,USA,Backend Engineer / ML Engineer,"Python, TypeScript, PostgreSQL, FastAPI, AWS",USA,eu-ai-assurance-os,None,High,Braintrust is a YC-backed LLM evaluation and logging platform; Series A funded; YC H1B track record; Python/FastAPI stack aligns; AI governance and eval theme matches eu-ai-assurance-os.,AI Research Batch 007,Yes,Unknown
Portkey AI,https://portkey.ai,https://portkey.ai/careers,USA,San Francisco CA,AI Infrastructure,LLM Gateway,Startup,11-50,YC,Remote,Yes,Unknown,USA,Backend Engineer / Platform Engineer,"Python, Node.js, FastAPI, Redis, Kubernetes",USA,eu-ai-assurance-os,None,Medium,Portkey AI is a YC-backed LLM gateway and observability layer; YC alumni H1B sponsorship track record; Python/FastAPI stack aligns; LLM tooling and AI governance theme relevant.,AI Research Batch 007,Yes,Unknown
Vectara,https://vectara.com,https://vectara.com/careers,USA,Palo Alto CA,AI Infrastructure,RAG Platform,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, Java, Kubernetes, GCP, FAISS",USA,bharat-alpha,None,High,Vectara is a Palo Alto RAG-as-a-service platform; Series A funded with strong H1B history; Java and Python stack match; FAISS/vector DB infra directly relevant to bharat-alpha RAG portfolio.,AI Research Batch 007,Yes,Unknown
Turbopuffer,https://turbopuffer.com,https://turbopuffer.com/careers,USA,San Francisco CA,AI Infrastructure,Vector Search Engine,Startup,1-10,YC,Remote,Yes,Unknown,USA,Backend Engineer / Infrastructure Engineer,"Rust, Python, S3, GCP, Kubernetes",USA,bharat-alpha,None,Medium,Turbopuffer is a YC-backed vector search engine optimized for object storage; YC H1B track record; highly relevant to bharat-alpha RAG infra work; seed stage but fast-growing.,AI Research Batch 007,Yes,Unknown
LanceDB,https://lancedb.com,https://lancedb.com/careers,USA,San Mateo CA,AI Infrastructure,Embedded Vector Database,Startup,11-50,YC,Remote,Yes,Unknown,USA,Backend Engineer / ML Engineer,"Python, Rust, Apache Lance, AWS, GCP",USA,bharat-alpha,None,High,LanceDB is a YC-backed embedded vector database for AI applications; Python-first; relevant to bharat-alpha RAG and FAISS/ChromaDB experience; YC H1B track record; Series A funded.,AI Research Batch 007,Yes,Unknown
Patronus AI,https://www.patronus.ai,https://www.patronus.ai/careers,USA,San Francisco CA,AI Governance,LLM Evaluation & Safety,Startup,11-50,YC,Remote,Yes,Unknown,USA,ML Engineer / Backend Engineer,"Python, FastAPI, PyTorch, GCP, PostgreSQL",USA,eu-ai-assurance-os,None,High,Patronus AI is a YC-backed LLM evaluation and safety platform; direct eu-ai-assurance-os AI governance alignment; Python/FastAPI stack exact match; YC H1B track record; Series A funded.,AI Research Batch 007,Yes,Unknown
Galileo AI,https://www.rungalileo.io,https://www.rungalileo.io/careers,USA,San Francisco CA,AI Governance,ML Observability & Evaluation,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, FastAPI, GCP, PostgreSQL, React",USA,eu-ai-assurance-os,None,High,Galileo is a San Francisco ML observability and LLM evaluation platform; Series B funded; eu-ai-assurance-os AI governance theme alignment; Python/FastAPI exact stack match; known H1B sponsor.,AI Research Batch 007,Yes,Unknown
Aporia,https://www.aporia.com,https://www.aporia.com/careers,USA,San Francisco CA,AI Governance,ML Monitoring & Guardrails,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Platform Engineer,"Python, Kubernetes, GCP, Kafka, FastAPI",USA,eu-ai-assurance-os,None,High,Aporia is a San Francisco ML monitoring and guardrails platform; Series B funded; Python/Kafka/GCP stack aligns with candidate; eu-ai-assurance-os AI governance theme direct match; known H1B sponsor.,AI Research Batch 007,Yes,Unknown
Coalesce,https://coalesce.io,https://coalesce.io/careers,USA,San Francisco CA,Data Platforms,dbt-alternative Data Transformation,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / Analytics Engineer,"Python, dbt, Snowflake, Databricks, SQL",USA,workforceguardai,None,High,Coalesce is a San Francisco data transformation platform competing with dbt; dbt and Databricks exact stack match; Series B funded; strong H1B sponsor; workforceguardai analytics theme aligns.,AI Research Batch 007,Yes,Unknown
Datafold,https://www.datafold.com,https://www.datafold.com/careers,USA,San Francisco CA,Data Platforms,Data Diff & Quality,Startup,11-50,YC,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, Snowflake, PostgreSQL, Databricks",USA,workforceguardai,None,High,Datafold is a YC-backed data quality and diff platform for analytics engineers; dbt and Databricks exact stack match; YC H1B track record; workforceguardai analytics theme aligns.,AI Research Batch 007,Yes,Unknown
Anomalo,https://www.anomalo.com,https://www.anomalo.com/careers,USA,San Francisco CA,Data Platforms,Automated Data Quality,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer,"Python, Databricks, Snowflake, dbt, AWS",USA,workforceguardai,None,High,Anomalo is a San Francisco automated data quality platform; Databricks and dbt exact stack match; Series B funded; known H1B sponsor; workforceguardai analytics/data quality theme.,AI Research Batch 007,Yes,Unknown
Elementary Data,https://www.elementary-data.com,https://www.elementary-data.com/careers,USA,Remote,Data Platforms,dbt-native Data Observability,Startup,11-50,YC,Remote,Yes,Unknown,USA,Data Engineer / Analytics Engineer,"Python, dbt, Snowflake, Databricks, GitHub Actions",USA,workforceguardai,None,High,Elementary Data is a YC-backed open-source dbt-native data observability tool; dbt and Databricks exact stack match; YC H1B track record; workforceguardai analytics theme strong alignment.,AI Research Batch 007,Yes,Unknown
SDF Labs,https://www.sdf.com,https://www.sdf.com/careers,USA,San Francisco CA,Data Platforms,Data Compilation & Governance,Startup,11-50,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Rust, Python, dbt, Snowflake, Databricks",USA,workforceguardai,None,Medium,SDF Labs is a San Francisco data compilation and governance platform; dbt stack match; seed/Series A funded; workforceguardai analytics theme aligns; international founding team with H1B culture.,AI Research Batch 007,Yes,Unknown
Recce,https://www.recce.io,https://www.recce.io/careers,USA,Remote,Data Platforms,dbt PR Review Tool,Startup,1-10,YC,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, Snowflake, PostgreSQL, React",USA,workforceguardai,None,Medium,Recce is a YC-backed dbt PR review and data diff tool; dbt exact stack match; YC H1B track record; fully remote; workforceguardai analytics engineering theme.,AI Research Batch 007,Yes,Unknown
Lightup,https://www.lightup.ai,https://www.lightup.ai/careers,USA,Seattle WA,Data Platforms,Automated Data Quality AI,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer,"Python, Databricks, Snowflake, Kafka, Spark",USA,workforceguardai,None,High,Lightup is a Seattle-based AI-powered data quality platform; Databricks and Kafka exact stack match; Series B funded; Seattle H1B hub; workforceguardai analytics theme aligns.,AI Research Batch 007,Yes,Unknown
Ramp,https://ramp.com,https://ramp.com/careers,USA,New York NY,FinTech,Business Spend Management,Scaleup,501-1000,Startup,Hybrid,Yes,Unknown,USA,Data Engineer / Analytics Engineer / Backend Engineer,"Python, dbt, Snowflake, Kafka, PostgreSQL, Spark",USA,bharat-alpha,None,High,Ramp is a NYC-based business spend and financial management platform; dbt and Kafka exact stack match; Series D unicorn; known H1B sponsor; bharat-alpha FinTech theme; actively hiring data engineers.,AI Research Batch 007,Yes,Unknown
Mercury,https://mercury.com,https://mercury.com/careers,USA,San Francisco CA,FinTech,Startup Banking,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, PostgreSQL, Haskell, Snowflake",USA,bharat-alpha,None,High,Mercury is a San Francisco fintech banking platform for startups; dbt stack match; Series B funded unicorn; known H1B sponsor; bharat-alpha FinTech theme; remote-friendly culture.,AI Research Batch 007,Yes,Unknown
Modern Treasury,https://www.moderntreasury.com,https://www.moderntreasury.com/careers,USA,San Francisco CA,FinTech,Payment Operations Platform,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Backend Engineer / Data Engineer,"Python, Ruby, PostgreSQL, Kafka, AWS",USA,bharat-alpha,None,High,Modern Treasury is a San Francisco payment operations API platform; Kafka stack match; Series C funded; known H1B sponsor; bharat-alpha FinTech theme; engineering blog mentions international hires.,AI Research Batch 007,Yes,Unknown
Pilot,https://pilot.com,https://pilot.com/careers,USA,San Francisco CA,FinTech,Bookkeeping & Accounting for Startups,Startup,201-500,YC,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer / ML Engineer,"Python, dbt, PostgreSQL, AWS, Snowflake",USA,bharat-alpha,None,High,Pilot is a YC-backed startup bookkeeping and accounting platform; dbt stack match; Series C funded; YC H1B track record; bharat-alpha FinTech theme; actively hiring data engineers.,AI Research Batch 007,Yes,Unknown
Arcadia,https://arcadia.com,https://arcadia.com/careers,USA,Washington DC,ClimateTech,Clean Energy Data Platform,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, PostgreSQL, Databricks, AWS",USA,workforceguardai,None,High,Arcadia is a DC-based clean energy data platform; dbt and Databricks exact stack match; Series C funded; Washington DC H1B hub; workforceguardai data platform theme; known H1B sponsor.,AI Research Batch 007,Yes,Unknown
Govini,https://govini.com,https://govini.com/careers,USA,Pittsburgh PA,GovTech,AI Defense Procurement Analytics,Startup,51-200,Startup,Hybrid,Yes,Unknown,USA,Data Engineer / ML Engineer / Backend Engineer,"Python, Databricks, AWS, PostgreSQL, Kafka",USA,eu-ai-assurance-os,None,High,Govini is a Pittsburgh GovTech company providing AI analytics for US defense procurement; Databricks and Kafka exact stack match; Series B funded; Pittsburgh non-obvious H1B hub; eu-ai-assurance-os governance theme.,AI Research Batch 007,Yes,Unknown
Granicus,https://granicus.com,https://granicus.com/careers,USA,Denver CO,GovTech,Civic Engagement SaaS,Scaleup,501-1000,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, dbt, PostgreSQL, AWS, Java",USA,eu-ai-assurance-os,None,High,Granicus is a Denver GovTech platform for government digital communications and citizen engagement; dbt and Java stack match; private equity-backed scaleup; Denver H1B hub; eu-ai-assurance-os governance theme.,AI Research Batch 007,Yes,Unknown
Zencity,https://zencity.io,https://zencity.io/careers,USA,New York NY,GovTech,AI Community Analytics for Government,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer,"Python, GCP, NLP, PostgreSQL, Databricks",USA,eu-ai-assurance-os,None,High,Zencity is a NYC GovTech startup using NLP/AI to analyze community sentiment for local governments; GCP and Databricks stack match; Series B funded; known H1B sponsor; eu-ai-assurance-os AI governance theme.,AI Research Batch 007,Yes,Unknown
Orca Security,https://orca.security,https://orca.security/careers,USA,Austin TX,Cybersecurity AI,Cloud Security Platform,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer / ML Engineer,"Python, Kafka, AWS, GCP, Kubernetes, Spark",USA,eu-ai-assurance-os,None,High,Orca Security is an Austin cloud security AI platform; Kafka/GCP/Kubernetes exact stack match; Series C unicorn; Austin H1B hub; known H1B sponsor; eu-ai-assurance-os AI security governance theme.,AI Research Batch 007,Yes,Unknown
Abnormal Security,https://abnormalsecurity.com,https://abnormalsecurity.com/careers,USA,San Francisco CA,Cybersecurity AI,AI Email Security,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, Databricks, Kafka, AWS, FastAPI",USA,eu-ai-assurance-os,None,High,Abnormal Security is a San Francisco AI-powered email security platform; Databricks and Kafka exact stack match; Series D unicorn; known H1B sponsor; eu-ai-assurance-os AI assurance theme.,AI Research Batch 007,Yes,Unknown
Drata,https://drata.com,https://drata.com/careers,USA,San Diego CA,Cybersecurity AI,Security Compliance Automation,Scaleup,201-500,Startup,Remote,Yes,Unknown,USA,Data Engineer / Backend Engineer,"Python, Node.js, PostgreSQL, AWS, Kubernetes",USA,eu-ai-assurance-os,None,High,Drata is a San Diego security compliance automation platform; Series C unicorn; known H1B sponsor; San Diego non-obvious H1B hub; eu-ai-assurance-os AI governance and compliance theme.,AI Research Batch 007,Yes,Unknown
Chalk,https://chalk.ai,https://chalk.ai/careers,USA,San Francisco CA,AI Infrastructure,Feature Store for ML,Startup,11-50,YC,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer / Backend Engineer,"Python, FastAPI, PostgreSQL, Kafka, AWS",USA,workforceguardai,None,High,Chalk is a YC-backed real-time feature store for ML production systems; Python/Kafka/FastAPI exact stack match; YC H1B track record; workforceguardai ML platform theme; Series A funded.,AI Research Batch 007,Yes,Unknown
Tecton,https://tecton.ai,https://tecton.ai/careers,USA,San Francisco CA,AI Infrastructure,Enterprise Feature Platform,Startup,51-200,Startup,Remote,Yes,Unknown,USA,Data Engineer / ML Engineer / Platform Engineer,"Python, Databricks, Spark, Kafka, AWS, GCP",USA,workforceguardai,None,High,Tecton is a San Francisco enterprise ML feature platform; Databricks/Spark/Kafka exact stack match; Series C funded; known H1B sponsor; workforceguardai ML analytics theme alignment.,AI Research Batch 007,Yes,Unknown
Hopsworks,https://www.hopsworks.ai,https://www.hopsworks.ai/careers,USA,San Francisco CA,AI Infrastructure,ML Feature Store & MLOps,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer,"Python, Databricks, Spark, Kafka, Java, GCP",USA,workforceguardai,None,High,Hopsworks is a San Francisco MLOps and feature store platform; Databricks/Kafka/Spark/Java exact stack match; Series B funded; international founding team with strong H1B culture; workforceguardai analytics theme.,AI Research Batch 007,Yes,Unknown
Superwise,https://superwise.ai,https://superwise.ai/careers,USA,New York NY,AI Governance,ML Model Monitoring,Startup,51-200,Startup,Remote,Yes,Unknown,USA,ML Engineer / Data Engineer,"Python, GCP, Databricks, FastAPI, PostgreSQL",USA,eu-ai-assurance-os,None,High,Superwise is a NYC ML model monitoring platform; GCP/Databricks/FastAPI exact stack match; Series B funded; known H1B sponsor; eu-ai-assurance-os AI governance theme direct alignment.,AI Research Batch 007,Yes,Unknown
